Table Size,Algorithm,Comparator,Average Time (ns)
535,insertion,Rating Descending,58075
538,insertion,Rating Descending,37950
541,insertion,Rating Descending,35275
544,insertion,Rating Descending,51000
547,insertion,Rating Descending,31975
550,insertion,Rating Descending,36175
553,insertion,Rating Descending,32050
556,insertion,Rating Descending,32600
559,insertion,Rating Descending,38925
562,insertion,Rating Descending,31750
565,insertion,Rating Descending,34750
568,insertion,Rating Descending,31600
571,insertion,Rating Descending,38625
574,insertion,Rating Descending,41350
577,insertion,Rating Descending,38700
580,insertion,Rating Descending,59200
583,insertion,Rating Descending,40800
586,insertion,Rating Descending,38950
589,insertion,Rating Descending,36650
592,insertion,Rating Descending,34450
595,insertion,Rating Descending,36550
598,insertion,Rating Descending,167300
601,insertion,Rating Descending,36650
604,insertion,Rating Descending,39025
607,insertion,Rating Descending,39400
610,insertion,Rating Descending,38200
613,insertion,Rating Descending,39325
616,insertion,Rating Descending,35425
619,insertion,Rating Descending,36475
622,insertion,Rating Descending,35650
625,insertion,Rating Descending,35400
628,insertion,Rating Descending,35575
631,insertion,Rating Descending,35575
634,insertion,Rating Descending,39725
637,insertion,Rating Descending,39700
640,insertion,Rating Descending,38375
643,insertion,Rating Descending,37125
646,insertion,Rating Descending,43250
649,insertion,Rating Descending,56300
652,insertion,Rating Descending,43850
655,insertion,Rating Descending,39100
658,insertion,Rating Descending,45375
661,insertion,Rating Descending,49650
664,insertion,Rating Descending,41850
667,insertion,Rating Descending,43900
670,insertion,Rating Descending,38525
673,insertion,Rating Descending,43675
676,insertion,Rating Descending,47900
679,insertion,Rating Descending,46825
682,insertion,Rating Descending,48550
685,insertion,Rating Descending,39225
688,insertion,Rating Descending,47625
691,insertion,Rating Descending,104700
694,insertion,Rating Descending,41200
697,insertion,Rating Descending,45950
700,insertion,Rating Descending,40050
703,insertion,Rating Descending,47775
706,insertion,Rating Descending,43800
709,insertion,Rating Descending,43150
712,insertion,Rating Descending,55475
715,insertion,Rating Descending,47625
718,insertion,Rating Descending,47775
721,insertion,Rating Descending,97725
724,insertion,Rating Descending,54650
727,insertion,Rating Descending,56000
730,insertion,Rating Descending,51200
733,insertion,Rating Descending,56750
736,insertion,Rating Descending,48725
739,insertion,Rating Descending,51075
742,insertion,Rating Descending,87725
745,insertion,Rating Descending,45275
748,insertion,Rating Descending,48125
751,insertion,Rating Descending,60925
754,insertion,Rating Descending,195975
757,insertion,Rating Descending,101275
760,insertion,Rating Descending,67350
763,insertion,Rating Descending,165475
766,insertion,Rating Descending,60375
769,insertion,Rating Descending,56500
772,insertion,Rating Descending,52675
775,insertion,Rating Descending,50050
778,insertion,Rating Descending,52725
781,insertion,Rating Descending,59250
784,insertion,Rating Descending,50250
787,insertion,Rating Descending,53975
790,insertion,Rating Descending,53100
793,insertion,Rating Descending,55275
796,insertion,Rating Descending,99100
799,insertion,Rating Descending,49375
802,insertion,Rating Descending,71950
805,insertion,Rating Descending,54875
808,insertion,Rating Descending,56050
811,insertion,Rating Descending,57050
814,insertion,Rating Descending,57550
817,insertion,Rating Descending,49450
820,insertion,Rating Descending,53100
823,insertion,Rating Descending,54200
826,insertion,Rating Descending,55275
829,insertion,Rating Descending,53625
832,insertion,Rating Descending,49875
835,insertion,Rating Descending,50150
838,insertion,Rating Descending,49275
841,insertion,Rating Descending,68275
844,insertion,Rating Descending,80925
847,insertion,Rating Descending,69200
850,insertion,Rating Descending,76200
853,insertion,Rating Descending,68525
856,insertion,Rating Descending,64000
859,insertion,Rating Descending,60725
862,insertion,Rating Descending,60950
865,insertion,Rating Descending,274125
868,insertion,Rating Descending,289325
871,insertion,Rating Descending,201625
874,insertion,Rating Descending,70175
877,insertion,Rating Descending,73425
880,insertion,Rating Descending,114850
883,insertion,Rating Descending,70900
886,insertion,Rating Descending,93325
889,insertion,Rating Descending,73425
892,insertion,Rating Descending,235525
895,insertion,Rating Descending,85475
898,insertion,Rating Descending,77825
901,insertion,Rating Descending,73000
904,insertion,Rating Descending,66075
907,insertion,Rating Descending,74525
910,insertion,Rating Descending,65500
913,insertion,Rating Descending,63925
916,insertion,Rating Descending,66275
919,insertion,Rating Descending,105550
922,insertion,Rating Descending,61175
925,insertion,Rating Descending,71300
928,insertion,Rating Descending,98325
931,insertion,Rating Descending,90250
934,insertion,Rating Descending,71925
937,insertion,Rating Descending,62375
940,insertion,Rating Descending,80525
943,insertion,Rating Descending,96675
946,insertion,Rating Descending,66625
949,insertion,Rating Descending,231975
952,insertion,Rating Descending,72125
955,insertion,Rating Descending,75425
958,insertion,Rating Descending,72075
961,insertion,Rating Descending,67050
1,mixed,Rating Descending,0
4,mixed,Rating Descending,250
7,mixed,Rating Descending,400
10,mixed,Rating Descending,550
13,mixed,Rating Descending,700
16,mixed,Rating Descending,925
19,mixed,Rating Descending,1025
22,mixed,Rating Descending,1175
25,mixed,Rating Descending,1525
28,mixed,Rating Descending,19466
31,mixed,Rating Descending,24333
34,mixed,Rating Descending,29150
37,mixed,Rating Descending,34166
40,mixed,Rating Descending,39833
43,mixed,Rating Descending,51066
46,mixed,Rating Descending,61600
49,mixed,Rating Descending,72850
52,mixed,Rating Descending,66966
55,mixed,Rating Descending,75666
58,mixed,Rating Descending,90700
61,mixed,Rating Descending,94666
64,mixed,Rating Descending,105475
67,mixed,Rating Descending,117050
70,mixed,Rating Descending,126200
73,mixed,Rating Descending,146025
76,mixed,Rating Descending,178650
79,mixed,Rating Descending,167400
82,mixed,Rating Descending,167250
85,mixed,Rating Descending,185125
88,mixed,Rating Descending,198666
91,mixed,Rating Descending,274350
94,mixed,Rating Descending,237466
97,mixed,Rating Descending,242800
100,mixed,Rating Descending,254300
103,mixed,Rating Descending,277100
106,mixed,Rating Descending,290533
109,mixed,Rating Descending,302200
112,mixed,Rating Descending,320666
115,mixed,Rating Descending,459125
118,mixed,Rating Descending,357425
121,mixed,Rating Descending,382000
124,mixed,Rating Descending,419675
127,mixed,Rating Descending,476725
130,mixed,Rating Descending,445166
133,mixed,Rating Descending,471466
136,mixed,Rating Descending,506100
139,mixed,Rating Descending,529133
142,mixed,Rating Descending,539233
145,mixed,Rating Descending,572066
148,mixed,Rating Descending,604925
151,mixed,Rating Descending,742925
154,mixed,Rating Descending,658975
157,mixed,Rating Descending,649800
160,mixed,Rating Descending,775933
163,mixed,Rating Descending,779450
166,mixed,Rating Descending,719866
169,mixed,Rating Descending,796100
172,mixed,Rating Descending,783100
175,mixed,Rating Descending,965350
178,mixed,Rating Descending,886550
181,mixed,Rating Descending,900550
184,mixed,Rating Descending,1045350
187,mixed,Rating Descending,953466
190,mixed,Rating Descending,1454475
193,mixed,Rating Descending,1556540
196,mixed,Rating Descending,1560680
199,mixed,Rating Descending,1075066
202,mixed,Rating Descending,1582033
205,mixed,Rating Descending,1367950
208,mixed,Rating Descending,1287700
211,mixed,Rating Descending,1394050
214,mixed,Rating Descending,1247000
217,mixed,Rating Descending,1633975
220,mixed,Rating Descending,1540625
223,mixed,Rating Descending,1364133
226,mixed,Rating Descending,1395966
229,mixed,Rating Descending,1521375
232,mixed,Rating Descending,1743850
235,mixed,Rating Descending,1779625
238,mixed,Rating Descending,1526266
241,mixed,Rating Descending,1660225
244,mixed,Rating Descending,1622266
247,mixed,Rating Descending,1832666
250,mixed,Rating Descending,1856000
253,mixed,Rating Descending,2255400
256,mixed,Rating Descending,1791200
259,mixed,Rating Descending,1817375
262,mixed,Rating Descending,1967750
265,mixed,Rating Descending,2040425
268,mixed,Rating Descending,2052700
271,mixed,Rating Descending,1969366
274,mixed,Rating Descending,2057133
277,mixed,Rating Descending,3315200
280,mixed,Rating Descending,2415000
283,mixed,Rating Descending,2617800
286,mixed,Rating Descending,2243466
289,mixed,Rating Descending,2272700
292,mixed,Rating Descending,2789066
295,mixed,Rating Descending,3142125
298,mixed,Rating Descending,2618400
301,mixed,Rating Descending,2862266
304,mixed,Rating Descending,4098350
307,mixed,Rating Descending,4337075
310,mixed,Rating Descending,3367975
313,mixed,Rating Descending,3430550
316,mixed,Rating Descending,2994600
319,mixed,Rating Descending,3086800
322,mixed,Rating Descending,3921825
325,mixed,Rating Descending,2924100
328,mixed,Rating Descending,3292666
331,mixed,Rating Descending,3553150
334,mixed,Rating Descending,3453775
337,mixed,Rating Descending,3562800
340,mixed,Rating Descending,4102700
343,mixed,Rating Descending,3641375
346,mixed,Rating Descending,3745650
349,mixed,Rating Descending,4257225
352,mixed,Rating Descending,3961966
355,mixed,Rating Descending,5066375
358,mixed,Rating Descending,4394666
361,mixed,Rating Descending,5185633
364,mixed,Rating Descending,7083866
367,mixed,Rating Descending,7511533
370,mixed,Rating Descending,9937775
373,mixed,Rating Descending,7763550
376,mixed,Rating Descending,6938875
379,mixed,Rating Descending,6316300
382,mixed,Rating Descending,5617850
385,mixed,Rating Descending,5367675
388,mixed,Rating Descending,5065466
391,mixed,Rating Descending,6650525
394,mixed,Rating Descending,6555850
397,mixed,Rating Descending,5657933
400,mixed,Rating Descending,6284125
403,mixed,Rating Descending,6380600
406,mixed,Rating Descending,6995425
409,mixed,Rating Descending,7159733
412,mixed,Rating Descending,6041500
415,mixed,Rating Descending,5398300
418,mixed,Rating Descending,6582175
421,mixed,Rating Descending,6445650
424,mixed,Rating Descending,6795300
427,mixed,Rating Descending,6063200
430,mixed,Rating Descending,5923825
433,mixed,Rating Descending,6427925
436,mixed,Rating Descending,6288500
439,mixed,Rating Descending,6405575
442,mixed,Rating Descending,7563300
445,mixed,Rating Descending,6879433
448,mixed,Rating Descending,9689880
451,mixed,Rating Descending,8398933
454,mixed,Rating Descending,7782633
457,mixed,Rating Descending,6878433
460,mixed,Rating Descending,8772950
463,mixed,Rating Descending,8005733
466,mixed,Rating Descending,7895266
469,mixed,Rating Descending,8292775
472,mixed,Rating Descending,8995533
475,mixed,Rating Descending,7951300
478,mixed,Rating Descending,8491233
481,mixed,Rating Descending,7588533
484,mixed,Rating Descending,8314300
487,mixed,Rating Descending,8116900
490,mixed,Rating Descending,8034650
493,mixed,Rating Descending,8205050
496,mixed,Rating Descending,8275700
499,mixed,Rating Descending,8701750
502,mixed,Rating Descending,8527100
505,mixed,Rating Descending,8416700
508,mixed,Rating Descending,9137966
511,mixed,Rating Descending,8193466
514,mixed,Rating Descending,8761325
517,mixed,Rating Descending,8736666
520,mixed,Rating Descending,8649333
523,mixed,Rating Descending,9788675
526,mixed,Rating Descending,9919933
529,mixed,Rating Descending,9470533
532,mixed,Rating Descending,8818725
535,mixed,Rating Descending,10736275
538,mixed,Rating Descending,9498800
541,mixed,Rating Descending,10479925
544,mixed,Rating Descending,10843733
547,mixed,Rating Descending,11550433
550,mixed,Rating Descending,13852775
553,mixed,Rating Descending,11417200
556,mixed,Rating Descending,13212075
559,mixed,Rating Descending,12389900
562,mixed,Rating Descending,10794325
565,mixed,Rating Descending,10873250
568,mixed,Rating Descending,12510225
571,mixed,Rating Descending,13034000
574,mixed,Rating Descending,12821700
577,mixed,Rating Descending,12366625
580,mixed,Rating Descending,12867925
583,mixed,Rating Descending,11926600
586,mixed,Rating Descending,26994975
589,mixed,Rating Descending,18746100
592,mixed,Rating Descending,15984675
595,mixed,Rating Descending,13051866
598,mixed,Rating Descending,12511400
601,mixed,Rating Descending,13315075
604,mixed,Rating Descending,13673900
607,mixed,Rating Descending,15463333
610,mixed,Rating Descending,15068960
613,mixed,Rating Descending,12885800
616,mixed,Rating Descending,15438525
619,mixed,Rating Descending,18058200
622,mixed,Rating Descending,15322450
625,mixed,Rating Descending,13682233
628,mixed,Rating Descending,14193550
631,mixed,Rating Descending,13824433
634,mixed,Rating Descending,13243366
637,mixed,Rating Descending,14131666
640,mixed,Rating Descending,15894625
643,mixed,Rating Descending,14042775
646,mixed,Rating Descending,16354475
649,mixed,Rating Descending,18298100
652,mixed,Rating Descending,16959625
655,mixed,Rating Descending,17548375
658,mixed,Rating Descending,17994800
661,mixed,Rating Descending,19537400
664,mixed,Rating Descending,16778025
667,mixed,Rating Descending,15747325
670,mixed,Rating Descending,15412300
673,mixed,Rating Descending,14674100
676,mixed,Rating Descending,19259950
679,mixed,Rating Descending,20142250
682,mixed,Rating Descending,17973233
685,mixed,Rating Descending,15671166
688,mixed,Rating Descending,16998275
691,mixed,Rating Descending,16660500
694,mixed,Rating Descending,19146475
697,mixed,Rating Descending,19024225
700,mixed,Rating Descending,22013400
703,mixed,Rating Descending,22254600
706,mixed,Rating Descending,18087700
709,mixed,Rating Descending,25829800
712,mixed,Rating Descending,30783166
715,mixed,Rating Descending,18904266
718,mixed,Rating Descending,20395650
721,mixed,Rating Descending,20352375
724,mixed,Rating Descending,21558825
727,mixed,Rating Descending,17151666
730,mixed,Rating Descending,17630125
733,mixed,Rating Descending,21786375
736,mixed,Rating Descending,23493300
739,mixed,Rating Descending,22546400
742,mixed,Rating Descending,22991775
745,mixed,Rating Descending,18954866
748,mixed,Rating Descending,19011750
751,mixed,Rating Descending,20388750
754,mixed,Rating Descending,19138825
757,mixed,Rating Descending,17855666
760,mixed,Rating Descending,29118500
763,mixed,Rating Descending,28071625
766,mixed,Rating Descending,24063575
769,mixed,Rating Descending,24677425
772,mixed,Rating Descending,22042475
775,mixed,Rating Descending,25802825
778,mixed,Rating Descending,21589575
781,mixed,Rating Descending,21903100
